epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,7.73813,0.91922,2.31568,1.29637,0.94453,0.39256,0.66744,0.51823,1.53759,1.83872,1.35956,1.20418e-05,1.20418e-05,1.20418e-05
16,8.46309,1.30179,2.20231,1.69025,0.94456,0.39219,0.62598,0.49422,1.55224,1.86798,1.36474,1.25486e-05,1.25486e-05,1.25486e-05
17,9.77868,0.91197,1.49169,1.12949,0.94495,0.39213,0.62624,0.49404,1.5404,1.89922,1.35396,1.30081e-05,1.30081e-05,1.30081e-05
18,10.2544,0.95124,2.05868,1.4198,0.94495,0.39213,0.62624,0.49404,1.5404,1.89922,1.35396,1.34206e-05,1.34206e-05,1.34206e-05
19,10.7582,0.93299,2.73481,1.41059,0.94533,0.39185,0.61207,0.47833,1.55582,1.97154,1.3689,1.37859e-05,1.37859e-05,1.37859e-05
20,11.2442,1.15488,2.28527,1.5237,0.94533,0.39185,0.61207,0.47833,1.55582,1.97154,1.3689,1.41041e-05,1.41041e-05,1.41041e-05
21,11.7575,1.15847,2.66381,1.42392,0.94634,0.3918,0.60258,0.46119,1.61595,2.04932,1.40744,1.43752e-05,1.43752e-05,1.43752e-05
22,12.2206,1.07149,2.46875,1.44649,0.94634,0.3918,0.60258,0.46119,1.61595,2.04932,1.40744,1.45992e-05,1.45992e-05,1.45992e-05
23,12.7295,1.16163,1.53068,1.33456,0.94691,0.39137,0.603,0.46013,1.61172,2.08328,1.40421,1.4776e-05,1.4776e-05,1.4776e-05
24,13.194,1.04734,1.9719,1.3018,0.94691,0.39137,0.603,0.46013,1.61172,2.08328,1.40421,1.49057e-05,1.49057e-05,1.49057e-05
25,13.7098,1.01148,1.55895,1.29958,0.9484,0.39006,0.59349,0.45704,1.67342,2.14571,1.44832,1.49883e-05,1.49883e-05,1.49883e-05
26,14.1712,1.07972,1.67113,1.43954,0.9484,0.39006,0.59349,0.45704,1.67342,2.14571,1.44832,1.50238e-05,1.50238e-05,1.50238e-05
27,14.6403,0.55037,1.52401,1.08405,0.94222,0.37599,0.57775,0.43764,1.73023,2.21088,1.50867,1.50121e-05,1.50121e-05,1.50121e-05
28,15.1148,0.88511,1.52273,1.29701,0.94222,0.37599,0.57775,0.43764,1.73023,2.21088,1.50867,1.49533e-05,1.49533e-05,1.49533e-05
29,15.5913,0.86882,1.26899,1.18408,0.94558,0.37657,0.57773,0.4294,1.75699,2.27331,1.5562,1.48474e-05,1.48474e-05,1.48474e-05
30,16.06,1.04476,1.72303,1.59772,0.94558,0.37657,0.57773,0.4294,1.75699,2.27331,1.5562,1.46944e-05,1.46944e-05,1.46944e-05
31,16.5395,1.0672,1.75592,1.39053,0.94885,0.37788,0.57791,0.42948,1.80218,2.28667,1.58163,1.44942e-05,1.44942e-05,1.44942e-05
32,17.0663,0.83823,1.64137,1.20232,0.94885,0.37788,0.57791,0.42948,1.80218,2.28667,1.58163,1.42469e-05,1.42469e-05,1.42469e-05
33,17.5301,1.00386,1.36311,1.26976,0.94924,0.38333,0.57704,0.43541,1.80776,2.35577,1.59563,1.39525e-05,1.39525e-05,1.39525e-05
34,17.9969,0.84151,1.14606,1.32509,0.94924,0.38333,0.57704,0.43541,1.80776,2.35577,1.59563,1.3611e-05,1.3611e-05,1.3611e-05
35,18.473,0.74866,1.33412,1.18178,0.94702,0.38333,0.5771,0.43769,1.81454,2.40904,1.61426,1.32223e-05,1.32223e-05,1.32223e-05
36,18.9649,1.15942,2.06265,1.48556,0.94702,0.38333,0.5771,0.43769,1.81454,2.40904,1.61426,1.27866e-05,1.27866e-05,1.27866e-05
37,19.5033,1.05131,1.26771,1.55543,0.78693,0.38654,0.58119,0.42116,1.83016,2.44819,1.62288,1.23036e-05,1.23036e-05,1.23036e-05
38,20.1884,0.92569,2.14928,1.40274,0.78693,0.38654,0.58119,0.42116,1.83016,2.44819,1.62288,1.17736e-05,1.17736e-05,1.17736e-05
39,20.8857,0.7452,1.6519,1.17929,0.95444,0.38689,0.58187,0.42061,1.82905,2.42288,1.61783,1.11965e-05,1.11965e-05,1.11965e-05
40,21.8733,0.69663,1.10439,1.02613,0.95444,0.38689,0.58187,0.42061,1.82905,2.42288,1.61783,1.05722e-05,1.05722e-05,1.05722e-05
41,23.7918,0.72244,1.10385,1.15899,0.95157,0.38641,0.58312,0.42085,1.81583,2.44258,1.60845,9.9008e-06,9.9008e-06,9.9008e-06
42,24.3962,0.70347,1.05425,1.14104,0.95157,0.38641,0.58312,0.42085,1.81583,2.44258,1.60845,9.18228e-06,9.18228e-06,9.18228e-06
43,24.9565,0.68006,1.1582,1.10614,0.94582,0.38333,0.57913,0.42069,1.74468,2.34926,1.52013,8.41663e-06,8.41663e-06,8.41663e-06
44,25.4401,0.67714,0.7958,0.90821,0.94582,0.38333,0.57913,0.42069,1.74468,2.34926,1.52013,7.60386e-06,7.60386e-06,7.60386e-06
45,25.9164,0.78598,0.97445,1.12234,0.94576,0.38333,0.57895,0.4206,1.7544,2.35751,1.52909,6.74397e-06,6.74397e-06,6.74397e-06
46,26.386,0.62964,1.03155,1.07095,0.94576,0.38333,0.57895,0.4206,1.7544,2.35751,1.52909,5.83695e-06,5.83695e-06,5.83695e-06
47,26.8771,0.69634,0.90507,1.10202,0.94386,0.38333,0.57534,0.41878,1.78306,2.4275,1.57119,4.88281e-06,4.88281e-06,4.88281e-06
48,27.3497,0.79725,0.93429,1.04943,0.94386,0.38333,0.57534,0.41878,1.78306,2.4275,1.57119,3.88154e-06,3.88154e-06,3.88154e-06
49,27.865,0.6592,0.9932,1.034,0.94171,0.38333,0.57568,0.41036,1.76801,2.45053,1.57033,2.83315e-06,2.83315e-06,2.83315e-06
50,28.3161,0.92149,1.57835,1.3792,0.94171,0.38333,0.57568,0.41036,1.76801,2.45053,1.57033,1.73764e-06,1.73764e-06,1.73764e-06
