epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,38.0036,0.83355,0.84437,1.23034,0.68428,0.76667,0.86189,0.68199,1.332,1.1388,1.24747,1.49533e-05,1.49533e-05,1.49533e-05
29,38.6992,0.68423,0.70326,1.05329,0.66241,0.76667,0.85796,0.66558,1.33655,1.16954,1.25893,1.48474e-05,1.48474e-05,1.48474e-05
30,39.4431,1.00684,1.25144,1.61952,0.66241,0.76667,0.85796,0.66558,1.33655,1.16954,1.25893,1.46944e-05,1.46944e-05,1.46944e-05
31,40.1314,0.89351,1.33745,1.25285,0.66875,0.7824,0.8582,0.66352,1.34256,1.20967,1.26778,1.44942e-05,1.44942e-05,1.44942e-05
32,44.302,0.7494,1.06514,1.13788,0.66875,0.7824,0.8582,0.66352,1.34256,1.20967,1.26778,1.42469e-05,1.42469e-05,1.42469e-05
33,45.1746,0.89995,0.88145,1.20715,0.64937,0.78333,0.85838,0.66358,1.3843,1.26534,1.3013,1.39525e-05,1.39525e-05,1.39525e-05
34,46.1365,0.7249,0.68968,1.26385,0.64937,0.78333,0.85838,0.66358,1.3843,1.26534,1.3013,1.3611e-05,1.3611e-05,1.3611e-05
35,47.8598,0.59679,0.75688,1.04243,0.91651,0.55192,0.85675,0.66436,1.39764,1.3265,1.31734,1.32223e-05,1.32223e-05,1.32223e-05
36,48.5394,0.86253,1.09288,1.26917,0.91651,0.55192,0.85675,0.66436,1.39764,1.3265,1.31734,1.27866e-05,1.27866e-05,1.27866e-05
37,49.2199,0.83628,1.12148,1.38689,0.91502,0.55174,0.85638,0.68194,1.40442,1.35152,1.32775,1.23036e-05,1.23036e-05,1.23036e-05
38,49.9666,0.82866,1.08953,1.35535,0.91502,0.55174,0.85638,0.68194,1.40442,1.35152,1.32775,1.17736e-05,1.17736e-05,1.17736e-05
39,50.6758,0.56353,0.91222,1.05465,0.9137,0.55155,0.85682,0.6687,1.41098,1.37713,1.33637,1.11965e-05,1.11965e-05,1.11965e-05
40,54.5221,0.47277,0.71246,0.86876,0.9137,0.55155,0.85682,0.6687,1.41098,1.37713,1.33637,1.05722e-05,1.05722e-05,1.05722e-05
41,55.9082,0.65275,0.7238,1.03101,0.91276,0.55126,0.85705,0.66994,1.39385,1.37412,1.32983,9.9008e-06,9.9008e-06,9.9008e-06
42,56.7023,0.60159,0.63531,0.98475,0.91276,0.55126,0.85705,0.66994,1.39385,1.37412,1.32983,9.18228e-06,9.18228e-06,9.18228e-06
43,60.72,0.69977,0.70583,1.0795,0.91335,0.55119,0.85589,0.66166,1.37603,1.39648,1.31759,8.41663e-06,8.41663e-06,8.41663e-06
44,61.3985,0.54275,0.72357,0.81977,0.91335,0.55119,0.85589,0.66166,1.37603,1.39648,1.31759,7.60386e-06,7.60386e-06,7.60386e-06
45,62.0814,0.6254,0.64362,1.02082,0.91222,0.55073,0.85396,0.64413,1.36553,1.42747,1.32041,6.74397e-06,6.74397e-06,6.74397e-06
46,64.1436,0.57143,0.77472,1.00729,0.91222,0.55073,0.85396,0.64413,1.36553,1.42747,1.32041,5.83695e-06,5.83695e-06,5.83695e-06
47,64.8574,0.50008,0.65507,0.93562,0.97463,0.52278,0.76894,0.57675,1.37782,1.44808,1.32855,4.88281e-06,4.88281e-06,4.88281e-06
48,65.6078,0.5585,0.7008,0.86877,0.97463,0.52278,0.76894,0.57675,1.37782,1.44808,1.32855,3.88154e-06,3.88154e-06,3.88154e-06
49,66.3067,0.5434,0.6045,0.97577,0.97394,0.52272,0.76,0.57236,1.37996,1.50791,1.33735,2.83315e-06,2.83315e-06,2.83315e-06
50,68.0162,0.88349,1.01151,1.18668,0.97394,0.52272,0.76,0.57236,1.37996,1.50791,1.33735,1.73764e-06,1.73764e-06,1.73764e-06
